Course_Name,Level,Rating,Skills,Number of students,Platform
Understanding and Visualizing Data with Python,2,4.7,"Statistics,Data Analysis,Python Programming,Data Visualization (DataViz),",2480,Coursera
"ETL and Data Pipelines with Shell, Airflow and Kafka",1,4.5,"Extraction, Transformation And Loading (ETL),Apache Kafka,Apache Airflow,Data Pipelines,",187,Coursera
"Create video, audio and infographics for online learning ",1,4.7,"Infographics,Design-thinking,Podcast,Video Production,Multimedia,",55,Coursera
Agile Software Development,2,4.7,"Software Development Kit (SDK),Agile Software Development,Scrum (Software Development),",6735,Coursera
Applied Data Science for Data Analysts,0,4.4,"Data Science,Machine Learning,Databricks,",38,Coursera
Functional Programming in Scala Capstone,1,4.4,"Scala Programming,Parallel Computing,Apache Spark,Functional Programming,",540,Coursera
Big Data - Capstone Project,0,4.4,"Big Data,Neo4j,Knime,Splunk,",389,Coursera
Inferential Statistics,2,4.4,"Statistics,Statistical Inference,Regression Analysis,Analysis Of Variance (ANOVA),",570,Coursera
Fundamentals of Scalable Data Science,0,4.3,"Statistics,Data Science,Internet Of Things (IOT),Apache Spark,",2013,Coursera
Decentralized Applications (Dapps),0,4.5,"MetaMask client,Blockchain,Decentralized Applications,Truffle IDE,Smart Contract,",1128,Coursera
Agile Meets Design Thinking,2,4.7,"agile user stories,User Experience Design (UXD),Agile Software Development,Product Management,Software Development,",3298,Coursera
Improving Communication Skills,2,4.7,"goal setting,Communication,Negotiation,Deception,",1806,Coursera
AI Workflow: Data Analysis and Hypothesis Testing,2,4.2,"Data Science,Information Engineering,Artificial Intelligence (AI),Machine Learning,Python Programming,",97,Coursera
Foundations of Red Hat Cloud-native Development,2,4.6,"Cloud Platforms,Cloud Applications,Kubernetes,Cloud Computing,",50,Coursera
Introduction to Artificial Intelligence (AI),2,4.7,"Data Science,Deep Learning,Artificial Intelligence (AI),Jobs,Machine Learning,",10615,Coursera
Linux System Programming and Introduction to Buildroot,2,4.1,"Linux,Embedded Systems Engineering,C Programming,Shell Script,Electrical Engineering,",31,Coursera
Statistical Inference,0,4.2,"Statistics,Statistical Inference,Statistical Hypothesis Testing,",4393,Coursera
Game Design and Development 3: 3D Shooter,1,4.8,"Video Game Development,Unity,Game Design,technology,Game Making,",42,Coursera
Generative Deep Learning with TensorFlow,0,4.8,"Variational AutoEncoders,Auto Encoders,Generative Adversarial Networks,Neural Style Transfer,",213,Coursera
Value-Based Care: Organizational Competencies,1,4.7,"value-based care,Organizational Structure,Healthcare Management,Healthcare Quality,Patient Care,",16,Coursera
Managing Big Data with MySQL,0,4.7,"Data Analysis,MySQL,Teradata,SQL,",3999,Coursera
Java Programming: Solving Problems with Software,1,4.6,"Algorithms,Problem Solving,String (Computer Science),Java Programming,",7635,Coursera
Enterprise Systems,2,4.8,"Management,IT Skills and Knowledge,",677,Coursera
Success,2,4.8,"goal setting,Happiness,Personality Development,Personal Development,",1125,Coursera
Bayesian Statistics: From Concept to Data Analysis,1,4.6,"Statistics,Bayesian Statistics,Bayesian Inference,R Programming,",3062,Coursera
Access Control Concepts,1,4.8,"Logical Controls,administrative controls,Physical Controls,",12,Coursera
Advanced Data Structures in Java,1,4.8,"Graphs,Search Algorithm,Graph Algorithms,Graph Data Structures,",1229,Coursera
"Unsupervised Learning, Recommenders, Reinforcement Learning",1,4.9,"Collaborative Filtering,Unsupervised Learning,Recommender Systems,Reinforcement Learning,Anomaly Detection,",1099,Coursera
Mastering the Software Engineering Interview,0,4.6,"Live Coding,Programming Interview,Algorithms,Problem Solving,",551,Coursera
SQL for Data Science,1,4.6,"Data Science,Data Analysis,Sqlite,SQL,",14748,Coursera
"Imagery, Automation, and Applications",2,4.9,"Geographic Information System (GIS),Imagery Analysis,Spatial Analysis,satellite imagery,Gis Applications,",668,Coursera
Preparing for AI-900: Microsoft Azure AI Fundamentals exam,1,4.7,"Natural Language Processing,Test Preparation,Artificial Intelligence (AI),Machine Learning,Microsoft Azure,",53,Coursera
Version Control,1,4.7,"Linux,Web Development,Bash (Unix Shell),Github,Version Control,",1498,Coursera
Inheritance and Data Structures in Java,0,4.7,"Debugging,Problem Solving,Java Programming,Data Structure,Inheritance,",54,Coursera
Command Line Tools for Genomic Data Science,1,4,"Bioinformatics,Samtools,Unix,Command-Line Interface,",524,Coursera
Build Basic Generative Adversarial Networks (GANs),1,4.7,"Controllable Generation,WGANs,Conditional Generation,Components of GANs,DCGANs,",1698,Coursera
Python for Active Defense,2,4.2,"Python Programming,active defense,",27,Coursera
Essential Epidemiologic Tools for Public Health Practice,1,4.7,"Estimation,Geographic Information System (GIS),Statistical Methods,visualization,",2772,Coursera
Getting Started With Application Development,1,4.5,"Cloud Storage,Data Store,Google Cloud Platform,Cloud Computing,",2113,Coursera
Managing an Agile Team,2,4.7,"agile product management,Agile Software Development,backlog management,Kanban,XP,",1263,Coursera
What is Data Science? ,1,4.7,"Data Science,Deep Learning,Machine Learning,Big Data,Data Mining,",62499,Coursera
Managing Debt,0,4.638853503,"Refinancing,Personal Finance,Credit Card Debt,Money Management,Mortgage,",0,Coursera
Animation with JavaScript and jQuery,0,4.8,"Jquery,JavaScript,animations,",85,Coursera
Summary Statistics in Public Health ,0,4.8,"Statistics,Normal Distribution,summary measures,binary data,",1733,Coursera
Bayesian Statistics: Mixture Models,0,4.5,"Markov Model,Bayesian Statistics,Mixture Model,R Programming,",41,Coursera
CUDA Advanced Libraries,0,4.638853503,"Data Science,Artificial Neural Network,Machine Learning,C++,Linear Algebra,",0,Coursera
Apply Generative Adversarial Networks (GANs),2,4.8,"Pix2Pix,Image-to-Image Translation,CycleGANs,Convolutional Neural Network,Privacy Preservation,",468,Coursera
Integral Calculus and Numerical Analysis for Data Science,0,4.6,"Singular Value Decomposition (SVD),root-finding,Integrals,Partial Derivative,matrix diagonalization,",48,Coursera
"Writing, Running, and Fixing Code in C",2,4.3,"C Programming,Compiler,Debugging,",746,Coursera
Data Science with R - Capstone Project,1,4.4,"Data Science,R Programming,Data Visualization (DataViz),Linear Regression,Exploratory Data Analysis,",28,Coursera
Introduction to Genomic Technologies,1,4.6,"Bioinformatics,Statistics,Data Science,Computational Biology,",4248,Coursera
A Complete Reinforcement Learning System (Capstone),0,4.7,"Artificial Intelligence (AI),Machine Learning,Reinforcement Learning,Function Approximation,Intelligent Systems,",587,Coursera
Engineering Practices for Building Quality Software,2,4.6,"Application Security,Software Architecture,Software Testing,Software Design,Software Quality,",296,Coursera
AI Workflow: Feature Engineering and Bias Detection,2,4.3,"Data Science,Information Engineering,Artificial Intelligence (AI),Machine Learning,Python Programming,",66,Coursera
Database Management Essentials,0,4.6,"Database (DB) Design,Entity–Relationship (E-R) Model,Database (DBMS),SQL,",3149,Coursera
Practical Machine Learning,2,4.5,"Random Forest,Machine Learning (ML) Algorithms,Machine Learning,R Programming,",3219,Coursera
3D Reconstruction - Multiple Viewpoints,1,4.8,"Epipolar Geometry,Camera Model,Camera Calibration,Structure from Motion,Simple Stereo,",20,Coursera
Framework for Data Collection and Analysis,0,4.2,"Data Collection,Data Quality,Data Analysis,Data Generating Process,",706,Coursera
Foundations for Big Data Analysis with SQL,1,4.8,"Database (DBMS),Data Warehousing,Data Analysis,Big Data,SQL,",1057,Coursera
Grammar and Punctuation,0,4.7,"English Grammar,Punctuation,Grammar,Writing,",18688,Coursera
Introduction to Cyber Attacks,0,4.7,"Cybersecurity,Information Security (INFOSEC),Denial-Of-Service Attack (DOS),Risk Assessment,",2596,Coursera
"Java Programming: Arrays, Lists, and Structured Data",1,4.7,"Data Structure,Cryptography,Hash Table,Java Programming,",3051,Coursera
Databases and SQL for Data Science with Python,2,4.6,"Cloud Databases,Python Programming,Jupyter notebooks,Relational Database Management System (RDBMS),SQL,",17406,Coursera
Structuring Machine Learning Projects,1,4.8,"Deep Learning,Inductive Transfer,Machine Learning,Multi-Task Learning,Decision-Making,",49034,Coursera
Microsoft Azure Machine Learning,2,4.6,"Artificial Intelligence (AI),Microsoft Azure,Machine Learning,",128,Coursera
DevOps on AWS: Operate and Monitor,2,4.6,"CI/CD,aws,Devops,",77,Coursera
Introduction to Neurohacking In R,1,4.6,"Image Processing,Brain,R Programming,Neurology,",281,Coursera
Managing Machine Learning Projects,1,4.7,"Modeling,Project Management,Machine Learning,",56,Coursera
The Outcomes and Interventions of Health Informatics,0,4.5,"Knowledge Acquisition,Decision Tree,Decision-Making,Decision Support System,Health Informatics,",80,Coursera
Building No-Code Apps with AppSheet: Foundations,1,4.7,"Navigate the AppSheet UI and editor to build an app,Learn the process to deploy and publish an app,Understand the capabilities of the AppSheet no-code app development platform,Work with app data sources using Google sheets,Create and customize the user experience of an app using AppSheet views and branding,",101,Coursera
Features and Boundaries,0,4.9,"Scale Space,Active Contours,Image Transformations,Edge and Corner Detection,SIFT Detector,",21,Coursera
"Everyday Excel, Part 2",0,4.8,"Data Management,Spreadsheet,Microsoft Excel,Problem Solving,Real World,",485,Coursera
Relational Database Design,2,4.6,"Database (DB) Design,Database (DBMS),Relational Models,Normalization,Entity–Relationship (E-R) Model,",88,Coursera
Introduction to Data Science in Python,1,4.5,"Python Programming,Numpy,Pandas,Data Cleansing,",26596,Coursera
Interfacing with the Raspberry Pi,2,4.7,"Python Programming,Application Programming Interfaces (API),Internet Of Things (IOT),Raspberry Pi,",1573,Coursera
Strategic Self-Marketing and Personal Branding,2,4.4,"Self-Assessment,Skills Management,strategy,Personal Branding,Competitiveness,",184,Coursera
"Python for Data Science, AI & Development",0,4.6,"Data Science,Python Programming,Data Analysis,Pandas,Numpy,",31403,Coursera
Object Oriented Programming in Java,0,4.7,"Logic Programming,Java Programming,Object-Oriented Programming (OOP),Sorting Algorithm,",5589,Coursera
Linear Algebra for Machine Learning and Data Science,0,4.4,"Machine Learning,Linear Equation,Eigenvalues And Eigenvectors,Linear Algebra,Determinants,",314,Coursera
Camera and Imaging,0,4.7,"Fourier Transform,High-Dynamic-Range (HDR) Imaging,Image Formation,Convolution and Deconvolution,Working Principles of a Camera,",82,Coursera
A Crash Course in Data Science,2,4.5,"Data Science,Data Analysis,Machine Learning,Project,",8055,Coursera
Developing Data Products,2,4.6,"Interactivity,Plotly,Web Application,R Programming,",2248,Coursera
Capstone (React App),0,4.6,"UX and UI,React (Web Framework),Github,Figma,SQL,",13,Coursera
Collaborate Effectively for Professional Success,1,4.6,"teamwork,Listening Skills,Soft skills,Communication,Critical Thinking,",95,Coursera
Introduction to Object-Oriented Programming with Java,2,4.7,"Crt0,Recursively Enumerable Set,Computer Programming,Java Programming,",343,Coursera
CUDA at Scale for the Enterprise,1,4.638853503,"Cuda,Algorithms,C/C++,GPU,Nvidia,",0,Coursera
Predictive Modeling and Analytics ,1,3.6,"Regression Analysis,Data Cleansing,Predictive Modelling,Exploratory Data Analysis,",571,Coursera
Robotics: Mobility,1,3.9,"Serial Line Internet Protocol (SLIP),Robotics,Robot,Matlab,",587,Coursera
Information Gathering and Vetting,2,4.638853503,"Getting the most of data you collect,Collecting data with a hypothesis,Sharing new insights from data,",0,Coursera
Creating Dashboards and Storytelling with Tableau,1,4.6,"Storyboarding,Tableau Software,Data Virtualization,Data Visualization (DataViz),",948,Coursera
Game Design and Development 4: 3D Platformer,2,4.8,"Video Game Development,Unity,Game Design,technology,Game Making,",31,Coursera
Introduction to Agile Development and Scrum,2,4.9,"Agile Software Development,Scrum Methodology,Zenhub,Kanban,Sprint Planning,",1019,Coursera
DevOps on AWS: Release and Deploy,2,4.7,"aws,Continuous Integration,Continuous Delivery,Devops,",74,Coursera
Elastic Google Cloud Infrastructure: Scaling and Automation,1,4.7,"Load Balancing,Virtual Private Network (VPN),Google Cloud Platform,Autoscaling,",9063,Coursera
Mathematics for Machine Learning: Multivariate Calculus,1,4.7,"Linear Regression,Vector Calculus,Multivariable Calculus,Gradient Descent,",5397,Coursera
Immunology: Adaptive Immune System,2,4.638853503,"Immunology,Tumour immunity,Autoimmunity,Infectious Diseases,",0,Coursera
Black-box and White-box Testing,0,3.5,"Executing Tests,Software Testing,Writing Tests,Cucumber,Junit,",58,Coursera
Mathematics for Machine Learning: PCA,0,4.1,"Dimensionality Reduction,Python Programming,Linear Algebra,",2965,Coursera
Machine Learning Foundations: A Case Study Approach,1,4.6,"Python Programming,Machine Learning Concepts,Machine Learning,Deep Learning,",13247,Coursera
Probability & Statistics for Machine Learning & Data Science,0,4.638853503,"Statistical Analysis,Probability And Statistics,Probability,Statistical Hypothesis Testing,Machine Learning (ML) Algorithms,",0,Coursera
Neural Networks and Deep Learning,0,4.9,"Deep Learning,Artificial Neural Network,Backpropagation,Python Programming,Neural Network Architecture,",118113,Coursera
Linux Embedded System Topics and Projects,1,4.638853503,"Agile Software Development,Linux,Embedded Systems,",0,Coursera
"Python for Data Science, AI & Development",1,4.6,"Data Science,Python Programming,Data Analysis,Pandas,Numpy,",31403,Coursera
Cloud Computing Law: Transactions,2,4.9,"Intellectual Property,Cybersecurity,Contract Negotiations,Contract Law,Cloud Computing,",25,Coursera
"Graph Search, Shortest Paths, and Data Structures",2,4.8,"Graphs,Data Structure,Algorithms,Hash Table,",1929,Coursera
Databases and SQL for Data Science with Python,1,4.6,"Cloud Databases,Python Programming,Jupyter notebooks,Relational Database Management System (RDBMS),SQL,",17406,Coursera
Digital Marketing Analytics in Theory,1,4.5,"Digital Marketing,Data Collection,Analytics,Data Analysis,Data Visualization (DataViz),",4692,Coursera
Introduction to UI Design,2,4.6,"Usability,User Interface Design (UI Design),Design Theory,User Interface,",1348,Coursera
Physics 102 - AC Circuits and Maxwell's Equations,0,4.638853503,"Electronic Circuits,Physics,Force Fields,Problem Solving,Electrical Engineering,",0,Coursera
